temperature,humidity,gas_level,weight,distance,hazard
40.554367488693956,70.74190113474926,342.82184800548964,1223.1217711288382,362.2276308829993,0
41.03910848708306,79.72912704783285,548.7718602074063,743.2758035933817,9.749536277340363,0
36.824693706405725,39.227980037978334,373.7048838619341,1475.6122886177448,369.49935483755036,0
40.25802608642962,56.214877176295815,415.39671012792274,1205.3635944590164,344.09887461904003,0
36.19202524535142,51.355735322201085,358.63486334717663,1409.4678062823577,90.69167424865206,0
25.918957496156807,87.27022515925243,415.2125997921896,1862.2211084220546,47.36137027071924,1
23.995674767038487,30.415453598130576,495.94303026310354,1081.7478694363535,90.19502498919985,0
33.85184344314139,62.66798415496614,349.15369089214175,263.00432473906164,292.90200399837414,0
31.214649414725244,83.12039420073839,314.37738354359834,1686.629407468383,349.6336473397375,0
42.34417723061205,89.7070778988546,501.1137466635935,1362.2444440569868,335.43308377274275,1
34.47693705588856,54.274278538022514,204.22754424487394,1627.3940536619564,345.3133691201209,0
20.79907783130428,50.797972365366284,351.0010845103281,0.23770465574579625,211.88433082109702,0
35.76763713885582,42.49485831844251,381.3211276552433,1547.9580598784019,398.22948309243327,0
27.4284841331133,33.36182365410485,1243.6058179284582,1498.360132936869,13.486316783726291,1
38.374347021561626,85.49237048157178,1070.2015672274706,438.0630297891539,24.98988037446223,1
35.63206410737584,87.49264489374502,360.3474246210846,251.90343408897698,110.03332901880809,0
34.305265235126654,88.64334425588834,390.86457581321827,276.5359317326861,254.6078047574884,0
38.85051003188224,41.877681172747046,343.78608556721986,355.72010839938326,351.38810762875477,0
21.557232215091215,56.38035393481505,408.3232538088439,569.1006810225285,235.3762126432598,0
38.15221271164668,78.15871121989271,193.65002092532194,1684.4562748375433,333.97856681970035,0
42.50619077592751,57.66922595806281,396.0806320539501,70.02580493848498,248.49860092974393,1
20.34786791618243,66.14023006079718,329.89105215390936,1641.1819486071208,72.59573685148283,0
24.090523258204378,42.309901397565234,290.3338646089989,1009.0658025418675,393.0955988696745,0
37.44148937642979,56.36558144480025,184.61135434429883,1529.4075374765664,325.96467527457577,0
28.316176611483655,84.6935021629609,1085.974477763822,1979.7539945286078,106.30783170738576,1
42.42907593778297,73.33734340659285,532.8515466615028,274.5237487557153,207.86713429611257,1
20.170466200393545,32.00650838637634,1037.9629773659894,1445.9086593372951,161.44424088812832,1
23.546830788994132,78.89398926288428,381.83718950972565,453.63508274608955,17.60743761457249,0
20.954984561022528,79.32785799347975,330.7004872656169,669.6525864717613,210.58374236980725,0
32.85364138002434,36.115995133759974,288.30254445740195,751.9994571521953,31.164710299402177,0
34.20778336226665,75.67530674262493,297.6164419760793,1004.1371942502177,287.834976517277,0
21.979857579887597,85.42943491067162,543.373951807275,1828.5434106724995,15.394266473887955,1
26.64220828983419,83.67957317907315,231.5240471380474,1084.3334343331583,197.6912132226061,0
22.896463778563255,77.2209063971445,358.52217177526427,1882.5852356506173,389.3939552318613,1
44.15185555754192,50.40442681303237,349.00185135357856,698.3843030317767,390.05471740290193,1
37.1650611262001,33.99082457101984,473.25654551580993,56.55581088363504,30.66044755358264,0
29.615998850156785,62.76389596155461,538.0704191806445,296.9569504283738,108.40509422139611,0
43.44022123093298,52.733416416353165,191.2503525900749,352.45455475440355,102.2953097441136,1
43.375070813613874,48.549377072343816,138.8291486256495,1853.0417345633305,18.64120010193903,1
25.351312008085845,34.50679626488039,494.11905534679704,995.4286773611248,343.4773062959129,0
25.046555475683054,30.086020395619016,957.0101237093935,918.8378214229726,5.6120614511626,1
33.867377417181835,69.15919149235114,1005.6407689216085,1952.711440980338,134.9304411373385,1
43.10694305784976,75.696814747272,395.17696211672353,981.1683085329789,312.17009633287074,1
32.22897747261143,40.302321947217365,313.2240679237268,1372.6883756442028,315.84051144970636,0
44.495323434632844,58.726522048164426,495.91271534573264,485.85188330754136,146.73809915087125,1
25.96663727733921,47.58832647196506,902.0324582719714,845.6689036516112,307.5653535511229,1
35.032523326824496,30.647612097658474,272.42129187722765,287.81499743391146,157.70625865978127,0
26.526912540768492,47.28755656596981,191.79413592354985,165.34963170975226,119.00271148469105,0
28.826520706166107,62.030629620358795,306.9095069643767,977.3144905918616,256.1577678295455,0
43.59177048575476,69.55397150905,228.52706182024093,1114.3312934724793,384.0013682245206,1
36.685439801616944,83.48070024111993,281.50042561681164,652.8427309046411,320.49678613526766,0
38.72969456338363,57.56922728415418,236.16634354106995,1316.0339937883018,324.5700672800366,0
37.79573505464886,83.5955472507652,368.5265001608099,1901.0562037297395,123.58671715481213,1
30.717065539745466,51.427243953955625,436.87292646787887,914.4250275915351,195.71806037127263,0
32.500722591579226,55.466753376983284,327.09112548063155,1496.1076760345143,234.96813779230345,0
31.30610509524768,45.89533030570614,1065.4914319416157,610.6800907585907,12.196548383156951,1
38.884355995450086,46.80076903123804,350.9913569801599,603.2290289617279,168.38248148706037,0
30.844816051920784,83.03796211768538,314.3240325240879,1341.4731161730097,22.816784984351916,0
44.31418738378683,65.86516807563746,310.54274974766025,973.3027131134429,134.12452036704408,1
33.2743140122372,86.37014077031799,336.66267038171367,115.98497255850893,367.9281288651253,0
28.341352350437283,31.157685769628994,483.09399703422355,837.0271103169833,228.39718689994885,0
44.98321803947111,71.80786697932633,328.92764305064946,416.36975235721894,45.08903663510168,1
20.534683372626684,46.11877848943679,438.5204742700582,1492.1238152806366,147.27219760494438,0
39.70800306282427,82.98697032449135,238.55513865416532,619.9535670110777,186.99710014554253,0
40.38911443864288,53.690564200398185,1271.2201229591728,513.1071331496544,240.09989336908163,1
33.271542187118484,34.203300660397346,425.664887846011,723.0923222622328,28.70687511291992,0
26.888394541542347,41.245370237198046,232.1964975055509,311.62804896719496,207.06693981971884,0
27.92865576069537,85.62044604365829,475.63679622324787,397.23530059881875,185.50369086659845,0
22.430831880329325,50.431147941403665,328.525421472272,52.961864886054585,112.43109796216439,0
41.908808230165164,38.11790399064199,217.03699441984492,78.67360204770102,383.48686324143,0
32.843453023805615,47.33535866907458,461.04779352077963,1371.2288019643572,40.50660468937138,0
37.353602072655924,41.35277246197982,427.1880776586107,123.38332487946646,168.4113714363036,0
35.654942024156895,50.82842680929023,407.65912610320464,992.161238390179,298.88599743849096,0
29.61570233654047,40.12911587166528,246.6159201802525,1848.539135788211,121.77235050422684,1
32.05624130009645,89.55997117014945,212.89607823186242,1204.1088505615246,389.68817126398596,0
32.70694630394007,88.7623620044878,357.285351056395,1571.110595016724,48.923216640825785,0
23.69600162112993,65.5779497358936,417.50776753611143,6.285750363502762,251.78618236891654,0
21.496448304350082,83.9299286577293,458.00796249059886,19.91862780050213,78.79211248186705,0
43.75788784370508,44.32540691988637,1115.4579250355614,1282.2344698677978,177.28791951005024,1
43.35216814382288,74.99226098453781,299.41491739735875,1946.3670154275917,57.473956192450665,1
38.57103923029955,87.04077484384888,411.8178060468307,978.8303983126823,244.71266822317938,0
26.525886927274268,80.6869790632255,397.88208000046575,157.80267954510973,368.17092233416713,0
42.39906984241185,42.8598767322088,1174.259557738867,1303.7723329786384,284.45760518518307,1
20.727002263989075,82.23135789100078,297.9935638817281,759.6807766715019,245.68024669440706,0
35.41729349463284,64.34079399832855,262.3551676927234,1074.0509912740824,140.22121860543126,0
42.246302988744596,89.6202736142022,372.54378084633385,1326.4537959721627,375.405234776172,1
26.873449937039464,33.58860489570049,385.7953721893056,501.6692905005913,264.99940650415925,0
36.84382113908083,78.39743417905694,1237.6919255694354,636.1567971111577,291.15867365029095,1
